question_id,question_number,risk_level,risk_points,correct_options,option_count,correct_answer_count,average_correct_words,average_distractor_words,correct_vs_distractor_ratio,correct_vs_distractor_percent_longer,shortest_option_words,longest_option_words,option_length_ratio,correct_is_longest,correct_question_overlap,distractor_question_overlap,overlap_advantage,reasons_text,question_text
q-saa-47,47,PASS,0,B,4,1,21,19.33,1.09,8.62,17,21,1.24,True,0.182,0.135,0.047,,An application deployed on EC2 instances in a private subnet connects to an Amazon RDS PostgreSQL database. The security team mandates that database credentials must be rotated automatically every 30 days without application downtime. Which solution fulfills this requirement with the LEAST operational effort?
q-saa-49,49,PASS,0,B,4,1,2,2.33,0.86,-14.29,2,3,1.5,False,0.0,0.0,0.0,,A health insurance company stores millions of medical records and customer identity documents in Amazon S3 buckets. The compliance officer needs automated alerts whenever Personally Identifiable Information (PII) or unencrypted sensitive data is detected in S3. Which service provides automated machine learning discovery of sensitive data in S3?
q-saa-50,50,PASS,0,B,4,1,2,2,1.0,0.0,2,2,1.0,True,0.0,0.0,0.0,,"A security operations team requires continuous threat monitoring across all AWS accounts in an organization. The security service must analyze VPC Flow Logs, AWS CloudTrail management events, and DNS logs to detect compromised EC2 instances, unauthorized cryptocurrency mining, and unusual API activity. Which service meets these criteria with no agent installation?"
q-saa-51,51,PASS,0,B,4,1,4,6,0.67,-33.33,4,7,1.75,False,0.0,0.0,0.0,,A multinational company processes sensitive financial data in US-East (N. Virginia) and EU-West (Frankfurt). Data encrypted in US-East must be decrypted in EU-West during disaster recovery failover without making client-side API calls to re-encrypt data under a separate Regional key. Which AWS KMS key type supports this cross-Region decryption requirement?
q-saa-55,55,PASS,0,B,4,1,2,2.33,0.86,-14.29,2,3,1.5,False,0.0,0.0,0.0,,A DevSecOps team wants to automatically scan EC2 instances and ECR container images for software vulnerabilities and unintended network exposure. Scans must occur automatically whenever container images are pushed to ECR. Which service performs automated vulnerability management for EC2 and ECR?
q-saa-61,61,PASS,0,B,4,1,3,3.33,0.9,-10.0,3,4,1.33,False,0.0,0.0,0.0,,"A cloud operations team needs to automate the creation of new AWS accounts in AWS Organizations with standard baseline security controls, VPC networking, IAM roles, and centralized logging pre-configured. Which service automates account provisioning using a Landing Zone governance model?"
q-saa-64,64,PASS,0,B,4,1,12,9.67,1.24,24.14,8,12,1.5,True,0.429,0.317,0.112,,"A security audit reveals that web applications hosted on EC2 instances are vulnerable to Server-Side Request Forgery (SSRF) attacks, exposing local Instance Metadata Service (IMDS) credentials. How can the solution architect enforce session-oriented, token-backed IMDS requests to mitigate SSRF vulnerabilities?"
q-saa-72,72,PASS,0,B,4,1,3,2.67,1.12,12.5,2,3,1.5,True,0.5,0.333,0.167,,A company wants to manage EC2 instances in private subnets without opening inbound SSH port 22 in Security Groups or assigning public IP addresses to instances. Audit logs of all shell commands executed by admins must be recorded in CloudWatch Logs. Which AWS Systems Manager capability replaces traditional SSH access?
q-saa-89,89,PASS,0,C,4,1,2,2.33,0.86,-14.29,2,3,1.5,False,0.0,0.0,0.0,,"A financial enterprise requires a disaster recovery strategy with a Recovery Time Objective (RTO) of under 10 minutes and Recovery Point Objective (RPO) under 1 minute. The primary Region runs active workloads, while a secondary Region maintains a scaled-down but fully functional copy of core infrastructure (small EC2 instances, active DB replica) ready to scale up immediately upon failover. Which DR strategy is this?"
q-saa-90,90,PASS,0,B,4,1,4,5,0.8,-20.0,4,6,1.5,False,0.333,0.194,0.139,,"A global game publisher hosts a multiplayer game with database nodes in `us-east-1`, `eu-west-1`, and `ap-northeast-1`. Players must be able to read and write player profiles locally in their closest Region with automatic multi-master conflict resolution and sub-second cross-Region database replication. Which database technology fulfills this requirement?"
q-saa-92,92,PASS,0,B,4,1,3,4,0.75,-25.0,3,5,1.67,False,0.0,0.111,-0.111,,An operations team needs to update the EC2 instance type and AMI ID used by an existing Auto Scaling group without re-creating the Auto Scaling group itself. The solution must support instance parameter versioning. Which feature should be used?
q-saa-96,96,PASS,0,B,4,1,4,4.33,0.92,-7.69,4,5,1.25,False,0.667,0.722,-0.056,,A company hosts legacy TCP servers on EC2. External client firewalls require whitelisting static public IP addresses for inbound connections. The solution architect needs a high-availability load balancer that provides a static Elastic IP address per Availability Zone and handles millions of TCP requests per second with ultra-low latency. Which load balancer should be deployed?
q-saa-112,112,PASS,0,B,4,1,4,5,0.8,-20.0,4,6,1.5,False,0.0,0.111,-0.111,,"A Machine Learning training job running on EC2 compute clusters requires parallel, sub-millisecond access to hundreds of terabytes of dataset files stored in Amazon S3. The dataset must be presented as a high-performance POSIX file system capable of hundreds of gigabytes per second throughput. Which FSx file system integrates seamlessly with S3 origins for HPC/ML workloads?"
q-saa-118,118,PASS,0,A,4,1,3,4.33,0.69,-30.77,3,5,1.67,False,0.0,0.083,-0.083,,"A data engineering team needs an automated tool to discover schema structures from CSV, JSON, and Parquet files arriving in S3, updating a central metadata catalog used by Athena and EMR. Which service crawls data stores to build metadata catalogs?"
q-saa-126,126,PASS,0,B,4,1,4,4,1.0,0.0,3,5,1.67,False,0.333,0.222,0.111,,An engineering team runs weather forecasting simulation software across a cluster of EC2 instances. The nodes require inter-node communication bypassing the OS kernel (OS bypass) to achieve ultra-low latency and high message rates. What specialized network adapter must be attached to the EC2 instances?
